代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅(%)
510300.SH,华泰柏瑞沪深300ETF,2017/1/23,3.1703,3.1948,3.1674,3.1712,0.0298
510300.SH,华泰柏瑞沪深300ETF,2017/1/24,3.1712,3.1788,3.1637,3.1731,0.0595
510300.SH,华泰柏瑞沪深300ETF,2017/1/25,3.1712,3.1844,3.1608,3.1825,0.2974
510300.SH,华泰柏瑞沪深300ETF,2017/1/26,3.1825,3.2052,3.1825,3.1957,0.4151
510300.SH,华泰柏瑞沪深300ETF,2017/2/3,3.1957,3.1976,3.1674,3.1769,-0.5905
510300.SH,华泰柏瑞沪深300ETF,2017/2/6,3.1778,3.1854,3.1665,3.1759,-0.0297
510300.SH,华泰柏瑞沪深300ETF,2017/2/7,3.1731,3.1806,3.1608,3.1703,-0.1783
510300.SH,华泰柏瑞沪深300ETF,2017/2/8,3.1693,3.1976,3.1533,3.192,0.6845
510300.SH,华泰柏瑞沪深300ETF,2017/2/9,3.1882,3.2156,3.1873,3.2033,0.3547
510300.SH,华泰柏瑞沪深300ETF,2017/2/10,3.2061,3.2269,3.2005,3.2203,0.5302
510300.SH,华泰柏瑞沪深300ETF,2017/2/13,3.2193,3.242,3.2193,3.2373,0.5274
510300.SH,华泰柏瑞沪深300ETF,2017/2/14,3.2373,3.242,3.2316,3.241,0.1166
510300.SH,华泰柏瑞沪深300ETF,2017/2/15,3.2401,3.2514,3.2231,3.2297,-0.3493
510300.SH,华泰柏瑞沪深300ETF,2017/2/16,3.2297,3.2439,3.2231,3.2439,0.4382
510300.SH,华泰柏瑞沪深300ETF,2017/2/17,3.2439,3.2599,3.224,3.225,-0.5817
510300.SH,华泰柏瑞沪深300ETF,2017/2/20,3.225,3.2882,3.224,3.2778,1.6384
510300.SH,华泰柏瑞沪深300ETF,2017/2/21,3.2778,3.2901,3.2741,3.2778,0
510300.SH,华泰柏瑞沪深300ETF,2017/2/22,3.2807,3.291,3.2741,3.2882,0.3166
510300.SH,华泰柏瑞沪深300ETF,2017/2/23,3.2854,3.291,3.2656,3.2741,-0.4304
510300.SH,华泰柏瑞沪深300ETF,2017/2/24,3.275,3.275,3.259,3.2712,-0.0865
510300.SH,华泰柏瑞沪深300ETF,2017/2/27,3.2722,3.2722,3.2382,3.2457,-0.7788
510300.SH,华泰柏瑞沪深300ETF,2017/2/28,3.242,3.2618,3.241,3.2505,0.1453
510300.SH,华泰柏瑞沪深300ETF,2017/3/1,3.2524,3.2759,3.2467,3.2542,0.1161
510300.SH,华泰柏瑞沪深300ETF,2017/3/2,3.2599,3.3052,3.2335,3.2429,-0.3479
510300.SH,华泰柏瑞沪深300ETF,2017/3/3,3.2335,3.2344,3.2146,3.2307,-0.3782
510300.SH,华泰柏瑞沪深300ETF,2017/3/6,3.2307,3.2495,3.225,3.2467,0.4965
510300.SH,华泰柏瑞沪深300ETF,2017/3/7,3.2448,3.2524,3.2401,3.2514,0.1453
510300.SH,华泰柏瑞沪深300ETF,2017/3/8,3.2495,3.2561,3.2448,3.2552,0.1161
510300.SH,华泰柏瑞沪深300ETF,2017/3/9,3.2495,3.2495,3.2203,3.2259,-0.8986
510300.SH,华泰柏瑞沪深300ETF,2017/3/10,3.2231,3.2373,3.2231,3.2288,0.0877
510300.SH,华泰柏瑞沪深300ETF,2017/3/13,3.2231,3.2656,3.2146,3.2637,1.0812
510300.SH,华泰柏瑞沪深300ETF,2017/3/14,3.2608,3.2646,3.2524,3.2561,-0.2313
510300.SH,华泰柏瑞沪深300ETF,2017/3/15,3.2505,3.2646,3.2476,3.2618,0.1739
510300.SH,华泰柏瑞沪深300ETF,2017/3/16,3.2693,3.2958,3.2693,3.2816,0.6075
510300.SH,华泰柏瑞沪深300ETF,2017/3/17,3.2816,3.2863,3.242,3.2448,-1.1213
510300.SH,华泰柏瑞沪深300ETF,2017/3/20,3.2457,3.2533,3.2335,3.2467,0.0582
510300.SH,华泰柏瑞沪深300ETF,2017/3/21,3.2467,3.2693,3.2429,3.2693,0.6975
510300.SH,华泰柏瑞沪深300ETF,2017/3/22,3.2561,3.2637,3.2344,3.2524,-0.5195
510300.SH,华泰柏瑞沪深300ETF,2017/3/23,3.2552,3.2712,3.2382,3.2618,0.2901
510300.SH,华泰柏瑞沪深300ETF,2017/3/24,3.2627,3.3024,3.2608,3.2929,0.9546
510300.SH,华泰柏瑞沪深300ETF,2017/3/27,3.292,3.3014,3.2741,3.2778,-0.4585
510300.SH,华泰柏瑞沪深300ETF,2017/3/28,3.2778,3.2844,3.2646,3.2731,-0.1439
510300.SH,华泰柏瑞沪深300ETF,2017/3/29,3.2731,3.2816,3.2552,3.2665,-0.2018
510300.SH,华泰柏瑞沪深300ETF,2017/3/30,3.2599,3.2665,3.225,3.2354,-0.9532
510300.SH,华泰柏瑞沪深300ETF,2017/3/31,3.2354,3.2599,3.2344,3.259,0.7291
510300.SH,华泰柏瑞沪深300ETF,2017/4/5,3.2778,3.3137,3.2759,3.3127,1.6503
510300.SH,华泰柏瑞沪深300ETF,2017/4/6,3.3109,3.3137,3.2929,3.309,-0.1139
510300.SH,华泰柏瑞沪深300ETF,2017/4/7,3.3109,3.3269,3.3033,3.3156,0.1996
510300.SH,华泰柏瑞沪深300ETF,2017/4/10,3.3184,3.3193,3.3052,3.3071,-0.2561
510300.SH,华泰柏瑞沪深300ETF,2017/4/11,3.3061,3.3193,3.2712,3.3156,0.2568
510300.SH,华泰柏瑞沪深300ETF,2017/4/12,3.3137,3.3193,3.2967,3.3033,-0.3699
510300.SH,华泰柏瑞沪深300ETF,2017/4/13,3.2995,3.3212,3.2967,3.3156,0.3713
510300.SH,华泰柏瑞沪深300ETF,2017/4/14,3.3156,3.3165,3.2825,3.2882,-0.8253
510300.SH,华泰柏瑞沪深300ETF,2017/4/17,3.2816,3.2844,3.2608,3.2769,-0.3443
510300.SH,华泰柏瑞沪深300ETF,2017/4/18,3.2722,3.2873,3.2684,3.2693,-0.2303
510300.SH,华泰柏瑞沪深300ETF,2017/4/19,3.2627,3.2627,3.2297,3.2439,-0.7792
510300.SH,华泰柏瑞沪深300ETF,2017/4/20,3.242,3.2665,3.241,3.2618,0.5526
510300.SH,华泰柏瑞沪深300ETF,2017/4/21,3.2646,3.2741,3.2495,3.2646,0.0868
510300.SH,华泰柏瑞沪深300ETF,2017/4/24,3.2561,3.2599,3.2137,3.2297,-1.0694
510300.SH,华泰柏瑞沪深300ETF,2017/4/25,3.2363,3.2505,3.2316,3.2401,0.3214
510300.SH,华泰柏瑞沪深300ETF,2017/4/26,3.2401,3.2665,3.2401,3.2476,0.233
510300.SH,华泰柏瑞沪深300ETF,2017/4/27,3.2439,3.2552,3.208,3.2495,0.0581
510300.SH,华泰柏瑞沪深300ETF,2017/4/28,3.2467,3.2467,3.2231,3.2373,-0.3775
510300.SH,华泰柏瑞沪深300ETF,2017/5/2,3.2325,3.2363,3.2212,3.2325,-0.1457
510300.SH,华泰柏瑞沪深300ETF,2017/5/3,3.2288,3.2363,3.2127,3.2165,-0.4962
510300.SH,华泰柏瑞沪深300ETF,2017/5/4,3.2137,3.2259,3.2014,3.2042,-0.3813
510300.SH,华泰柏瑞沪深300ETF,2017/5/5,3.1995,3.2014,3.1722,3.1835,-0.6478
510300.SH,华泰柏瑞沪深300ETF,2017/5/8,3.1797,3.1835,3.1486,3.1561,-0.8595
510300.SH,华泰柏瑞沪深300ETF,2017/5/9,3.1514,3.1665,3.141,3.1589,0.0897
510300.SH,华泰柏瑞沪深300ETF,2017/5/10,3.1599,3.174,3.1457,3.1476,-0.3584
510300.SH,华泰柏瑞沪深300ETF,2017/5/11,3.1401,3.1712,3.1288,3.1637,0.5096
510300.SH,华泰柏瑞沪深300ETF,2017/5/12,3.1618,3.1939,3.158,3.1891,0.8052
510300.SH,华泰柏瑞沪深300ETF,2017/5/15,3.1976,3.2127,3.1948,3.2023,0.4142
510300.SH,华泰柏瑞沪深300ETF,2017/5/16,3.1995,3.241,3.1873,3.2401,1.1786
510300.SH,华泰柏瑞沪深300ETF,2017/5/17,3.2363,3.2382,3.2174,3.2184,-0.6698
510300.SH,华泰柏瑞沪深300ETF,2017/5/18,3.2071,3.2203,3.1986,3.2042,-0.4398
510300.SH,华泰柏瑞沪深300ETF,2017/5/19,3.2033,3.2146,3.2033,3.2099,0.1767
510300.SH,华泰柏瑞沪深300ETF,2017/5/22,3.2108,3.2288,3.1986,3.2127,0.0882
510300.SH,华泰柏瑞沪深300ETF,2017/5/23,3.2118,3.2401,3.209,3.2269,0.4405
510300.SH,华泰柏瑞沪深300ETF,2017/5/24,3.2222,3.2278,3.1976,3.2269,0
510300.SH,华泰柏瑞沪深300ETF,2017/5/25,3.224,3.2995,3.2174,3.2958,2.1345
510300.SH,华泰柏瑞沪深300ETF,2017/5/26,3.2901,3.3052,3.2816,3.2901,-0.1718
510300.SH,华泰柏瑞沪深300ETF,2017/5/31,3.3005,3.3203,3.2769,3.292,0.0574
510300.SH,华泰柏瑞沪深300ETF,2017/6/1,3.2863,3.3014,3.2835,3.2995,0.2293
510300.SH,华泰柏瑞沪深300ETF,2017/6/2,3.2976,3.3014,3.2731,3.291,-0.2574
510300.SH,华泰柏瑞沪深300ETF,2017/6/5,3.2816,3.2929,3.2665,3.2693,-0.6594
510300.SH,华泰柏瑞沪深300ETF,2017/6/6,3.2693,3.2958,3.2665,3.2948,0.7792
510300.SH,华泰柏瑞沪深300ETF,2017/6/7,3.2986,3.342,3.2939,3.3401,1.3746
510300.SH,华泰柏瑞沪深300ETF,2017/6/8,3.3382,3.3684,3.3335,3.3637,0.7062
510300.SH,华泰柏瑞沪深300ETF,2017/6/9,3.3627,3.3929,3.3618,3.3844,0.6171
510300.SH,华泰柏瑞沪深300ETF,2017/6/12,3.3778,3.4033,3.3694,3.3778,-0.1951
510300.SH,华泰柏瑞沪深300ETF,2017/6/13,3.3694,3.392,3.3675,3.3844,0.1955
510300.SH,华泰柏瑞沪深300ETF,2017/6/14,3.3826,3.3826,3.3448,3.3505,-1.0036
510300.SH,华泰柏瑞沪深300ETF,2017/6/15,3.3495,3.3599,3.3259,3.3392,-0.3379
510300.SH,华泰柏瑞沪深300ETF,2017/6/16,3.3392,3.3543,3.3288,3.3335,-0.1695
510300.SH,华泰柏瑞沪深300ETF,2017/6/19,3.3354,3.3741,3.3354,3.3712,1.1322
510300.SH,华泰柏瑞沪深300ETF,2017/6/20,3.3741,3.3807,3.3533,3.3609,-0.3079
510300.SH,华泰柏瑞沪深300ETF,2017/6/21,3.3826,3.4043,3.3609,3.4033,1.2633
510300.SH,华泰柏瑞沪深300ETF,2017/6/22,3.3967,3.4458,3.3948,3.4071,0.1109
510300.SH,华泰柏瑞沪深300ETF,2017/6/23,3.4043,3.442,3.3892,3.4401,0.9693
510300.SH,华泰柏瑞沪深300ETF,2017/6/26,3.4401,3.4854,3.4401,3.4826,1.2342
510300.SH,华泰柏瑞沪深300ETF,2017/6/27,3.4807,3.4901,3.4628,3.4845,0.0542
510300.SH,华泰柏瑞沪深300ETF,2017/6/28,3.4816,3.4816,3.4562,3.4609,-0.677
510300.SH,华泰柏瑞沪深300ETF,2017/6/29,3.4618,3.4864,3.4609,3.4816,0.5998
510300.SH,华泰柏瑞沪深300ETF,2017/6/30,3.4703,3.4864,3.459,3.476,-0.1626
510300.SH,华泰柏瑞沪深300ETF,2017/7/3,3.4769,3.4797,3.4467,3.4609,-0.4343
510300.SH,华泰柏瑞沪深300ETF,2017/7/4,3.4599,3.4609,3.425,3.4326,-0.8179
510300.SH,华泰柏瑞沪深300ETF,2017/7/5,3.4307,3.4835,3.4307,3.4769,1.2919
510300.SH,华泰柏瑞沪深300ETF,2017/7/6,3.4769,3.4816,3.4496,3.4741,-0.0814
510300.SH,华泰柏瑞沪深300ETF,2017/7/7,3.4694,3.4769,3.4543,3.4722,-0.0543
510300.SH,华泰柏瑞沪深300ETF,2017/7/10,3.4713,3.4911,3.4675,3.476,0.1087
510300.SH,华泰柏瑞沪深300ETF,2017/7/11,3.4722,3.5316,3.4713,3.5043,0.8143
510300.SH,华泰柏瑞沪深300ETF,2017/7/12,3.4986,3.5175,3.4684,3.4835,-0.5924
510300.SH,华泰柏瑞沪深300ETF,2017/7/13,3.4845,3.5222,3.4845,3.5194,1.0293
510300.SH,华泰柏瑞沪深300ETF,2017/7/14,3.5203,3.5467,3.5099,3.543,0.6702
510300.SH,华泰柏瑞沪深300ETF,2017/7/17,3.5401,3.5486,3.4684,3.4948,-1.3582
510300.SH,华泰柏瑞沪深300ETF,2017/7/18,3.4892,3.5014,3.4646,3.4967,0.054
510300.SH,华泰柏瑞沪深300ETF,2017/7/19,3.4958,3.5741,3.492,3.5694,2.0777
510300.SH,华泰柏瑞沪深300ETF,2017/7/20,3.5666,3.5873,3.5609,3.5864,0.4758
510300.SH,华泰柏瑞沪深300ETF,2017/7/21,3.5769,3.5892,3.5571,3.5684,-0.4999
510300.SH,华泰柏瑞沪深300ETF,2017/7/24,3.5647,3.5939,3.5581,3.5864,0.5024
510300.SH,华泰柏瑞沪深300ETF,2017/7/25,3.5854,3.5873,3.5524,3.559,-0.763
510300.SH,华泰柏瑞沪深300ETF,2017/7/26,3.559,3.575,3.5241,3.5392,-0.5567
510300.SH,华泰柏瑞沪深300ETF,2017/7/27,3.5401,3.5581,3.5156,3.5496,0.2933
510300.SH,华泰柏瑞沪深300ETF,2017/7/28,3.5448,3.5666,3.5382,3.5628,0.3721
510300.SH,华泰柏瑞沪深300ETF,2017/7/31,3.5628,3.5892,3.5543,3.576,0.3708
510300.SH,华泰柏瑞沪深300ETF,2017/8/1,3.576,3.6081,3.5741,3.6043,0.7916
510300.SH,华泰柏瑞沪深300ETF,2017/8/2,3.6062,3.6232,3.5986,3.6043,0
510300.SH,华泰柏瑞沪深300ETF,2017/8/3,3.5986,3.6071,3.5609,3.5684,-0.9948
510300.SH,华泰柏瑞沪深300ETF,2017/8/4,3.5684,3.5816,3.5458,3.5467,-0.6081
510300.SH,华泰柏瑞沪深300ETF,2017/8/7,3.5401,3.575,3.5373,3.5684,0.6119
510300.SH,华泰柏瑞沪深300ETF,2017/8/8,3.5703,3.5769,3.559,3.5694,0.0264
510300.SH,华泰柏瑞沪深300ETF,2017/8/9,3.5666,3.5779,3.5543,3.5666,-0.0793
510300.SH,华泰柏瑞沪深300ETF,2017/8/10,3.5599,3.5864,3.5326,3.559,-0.2116
510300.SH,华泰柏瑞沪深300ETF,2017/8/11,3.5364,3.5439,3.4864,3.4911,-1.9088
510300.SH,华泰柏瑞沪深300ETF,2017/8/14,3.492,3.5411,3.492,3.5345,1.2432
510300.SH,华泰柏瑞沪深300ETF,2017/8/15,3.5354,3.5581,3.5307,3.5439,0.267
510300.SH,华泰柏瑞沪深300ETF,2017/8/16,3.5401,3.5448,3.5184,3.5382,-0.1597
510300.SH,华泰柏瑞沪深300ETF,2017/8/17,3.5439,3.5666,3.542,3.5656,0.7733
510300.SH,华泰柏瑞沪深300ETF,2017/8/18,3.5543,3.576,3.543,3.5675,0.0529
510300.SH,华泰柏瑞沪深300ETF,2017/8/21,3.5769,3.5911,3.5684,3.5826,0.4232
510300.SH,华泰柏瑞沪深300ETF,2017/8/22,3.5816,3.5958,3.5722,3.5883,0.158
510300.SH,华泰柏瑞沪深300ETF,2017/8/23,3.5883,3.6128,3.5826,3.5977,0.263
510300.SH,华泰柏瑞沪深300ETF,2017/8/24,3.5977,3.6062,3.5741,3.5788,-0.5245
510300.SH,华泰柏瑞沪深300ETF,2017/8/25,3.5779,3.642,3.5769,3.6411,1.74
510300.SH,华泰柏瑞沪深300ETF,2017/8/28,3.6439,3.7062,3.6439,3.6826,1.1402
510300.SH,华泰柏瑞沪深300ETF,2017/8/29,3.6835,3.6864,3.6685,3.6751,-0.205
510300.SH,华泰柏瑞沪深300ETF,2017/8/30,3.6741,3.6911,3.6694,3.6713,-0.1027
510300.SH,华泰柏瑞沪深300ETF,2017/8/31,3.6713,3.6807,3.6439,3.6647,-0.1799
510300.SH,华泰柏瑞沪深300ETF,2017/9/1,3.6647,3.6817,3.6562,3.6694,0.1287
510300.SH,华泰柏瑞沪深300ETF,2017/9/4,3.6694,3.6854,3.6515,3.6826,0.36
510300.SH,华泰柏瑞沪深300ETF,2017/9/5,3.6826,3.7024,3.6798,3.6958,0.3587
510300.SH,华泰柏瑞沪深300ETF,2017/9/6,3.6873,3.6968,3.6713,3.6845,-0.3064
510300.SH,华泰柏瑞沪深300ETF,2017/9/7,3.6873,3.6986,3.6675,3.6685,-0.4353
510300.SH,华泰柏瑞沪深300ETF,2017/9/8,3.6703,3.6835,3.6496,3.6647,-0.1029
510300.SH,华泰柏瑞沪深300ETF,2017/9/11,3.6694,3.6958,3.6618,3.6703,0.1545
510300.SH,华泰柏瑞沪深300ETF,2017/9/12,3.6798,3.692,3.6647,3.6798,0.2571
510300.SH,华泰柏瑞沪深300ETF,2017/9/13,3.6817,3.6873,3.6656,3.6826,0.0769
510300.SH,华泰柏瑞沪深300ETF,2017/9/14,3.6807,3.6939,3.6618,3.6703,-0.3331
510300.SH,华泰柏瑞沪深300ETF,2017/9/15,3.6685,3.6807,3.6581,3.676,0.1542
510300.SH,华泰柏瑞沪深300ETF,2017/9/18,3.6732,3.7081,3.6703,3.6902,0.385
510300.SH,华泰柏瑞沪深300ETF,2017/9/19,3.6911,3.6939,3.6534,3.6666,-0.6392
510300.SH,华泰柏瑞沪深300ETF,2017/9/20,3.6647,3.6883,3.6628,3.6835,0.4632
510300.SH,华泰柏瑞沪深300ETF,2017/9/21,3.6835,3.6949,3.6713,3.6845,0.0256
510300.SH,华泰柏瑞沪深300ETF,2017/9/22,3.6703,3.6788,3.6571,3.6741,-0.2817
510300.SH,华泰柏瑞沪深300ETF,2017/9/25,3.6694,3.6713,3.6515,3.659,-0.4109
510300.SH,华泰柏瑞沪深300ETF,2017/9/26,3.6543,3.6628,3.6524,3.6609,0.0516
510300.SH,华泰柏瑞沪深300ETF,2017/9/27,3.66,3.6741,3.6552,3.6637,0.0773
510300.SH,华泰柏瑞沪深300ETF,2017/9/28,3.6637,3.6732,3.6543,3.6694,0.1545
510300.SH,华泰柏瑞沪深300ETF,2017/9/29,3.6694,3.6977,3.6694,3.6817,0.3343
510300.SH,华泰柏瑞沪深300ETF,2017/10/9,3.7477,3.76,3.7185,3.7203,1.0507
510300.SH,华泰柏瑞沪深300ETF,2017/10/10,3.7175,3.7336,3.6986,3.7251,0.1268
510300.SH,华泰柏瑞沪深300ETF,2017/10/11,3.7251,3.7449,3.7185,3.7392,0.3799
510300.SH,华泰柏瑞沪深300ETF,2017/10/12,3.7383,3.7562,3.7326,3.7553,0.429
510300.SH,华泰柏瑞沪深300ETF,2017/10/13,3.7468,3.7637,3.7468,3.7628,0.201
510300.SH,华泰柏瑞沪深300ETF,2017/10/16,3.7628,3.777,3.7487,3.7496,-0.3511
510300.SH,华泰柏瑞沪深300ETF,2017/10/17,3.7496,3.7571,3.7392,3.7477,-0.0503
510300.SH,华泰柏瑞沪深300ETF,2017/10/18,3.7468,3.7751,3.7468,3.7704,0.6042
510300.SH,华泰柏瑞沪深300ETF,2017/10/19,3.7722,3.7722,3.7553,3.76,-0.2753
510300.SH,华泰柏瑞沪深300ETF,2017/10/20,3.7571,3.7619,3.7487,3.7581,-0.0502
510300.SH,华泰柏瑞沪深300ETF,2017/10/23,3.7619,3.7722,3.7515,3.7694,0.3013
510300.SH,华泰柏瑞沪深300ETF,2017/10/24,3.7609,3.7949,3.759,3.7939,0.6508
510300.SH,华泰柏瑞沪深300ETF,2017/10/25,3.7883,3.8109,3.7845,3.8062,0.3233
510300.SH,华泰柏瑞沪深300ETF,2017/10/26,3.8072,3.8468,3.7996,3.8336,0.7189
510300.SH,华泰柏瑞沪深300ETF,2017/10/27,3.8289,3.8534,3.827,3.8524,0.4922
510300.SH,华泰柏瑞沪深300ETF,2017/10/30,3.8553,3.859,3.7921,3.8355,-0.4409
510300.SH,华泰柏瑞沪深300ETF,2017/10/31,3.8232,3.8373,3.8138,3.8326,-0.0738
510300.SH,华泰柏瑞沪深300ETF,2017/11/1,3.8317,3.8572,3.8156,3.8194,-0.3447
510300.SH,华泰柏瑞沪深300ETF,2017/11/2,3.8194,3.827,3.8034,3.826,0.1729
510300.SH,华泰柏瑞沪深300ETF,2017/11/3,3.8222,3.8307,3.7911,3.8156,-0.2713
510300.SH,华泰柏瑞沪深300ETF,2017/11/6,3.81,3.8515,3.8034,3.8496,0.8902
510300.SH,华泰柏瑞沪深300ETF,2017/11/7,3.8487,3.8968,3.8468,3.8874,0.9804
510300.SH,华泰柏瑞沪深300ETF,2017/11/8,3.8836,3.9204,3.8713,3.8789,-0.2184
510300.SH,华泰柏瑞沪深300ETF,2017/11/9,3.8751,3.9091,3.8704,3.9081,0.7541
510300.SH,华泰柏瑞沪深300ETF,2017/11/10,3.9006,3.9487,3.893,3.943,0.8933
510300.SH,华泰柏瑞沪深300ETF,2017/11/13,3.944,3.9628,3.9411,3.9515,0.2154
510300.SH,华泰柏瑞沪深300ETF,2017/11/14,3.9534,3.9562,3.9175,3.9213,-0.7641
510300.SH,华泰柏瑞沪深300ETF,2017/11/15,3.9147,3.9241,3.8864,3.893,-0.7218
510300.SH,华泰柏瑞沪深300ETF,2017/11/16,3.8921,3.9336,3.8883,3.9298,0.9452
510300.SH,华泰柏瑞沪深300ETF,2017/11/17,3.9232,3.9392,3.9081,3.9345,0.12
510300.SH,华泰柏瑞沪深300ETF,2017/11/20,3.9232,3.9666,3.8911,3.9657,0.7914
510300.SH,华泰柏瑞沪深300ETF,2017/11/21,3.96,4.0459,3.9534,4.044,1.9748
510300.SH,华泰柏瑞沪深300ETF,2017/11/22,4.0449,4.0808,4.01,4.043,-0.0233
510300.SH,华泰柏瑞沪深300ETF,2017/11/23,4.0374,4.0374,3.9053,3.9147,-3.1739
510300.SH,华泰柏瑞沪深300ETF,2017/11/24,3.9053,3.9364,3.8836,3.9185,0.0964
510300.SH,华泰柏瑞沪深300ETF,2017/11/27,3.9062,3.9128,3.8524,3.8553,-1.6133
510300.SH,华泰柏瑞沪深300ETF,2017/11/28,3.8506,3.8779,3.8402,3.8732,0.465
510300.SH,华泰柏瑞沪深300ETF,2017/11/29,3.877,3.8874,3.8222,3.8694,-0.0974
510300.SH,华泰柏瑞沪深300ETF,2017/11/30,3.8656,3.8741,3.8156,3.8251,-1.1461
510300.SH,华泰柏瑞沪深300ETF,2017/12/1,3.8241,3.8543,3.8119,3.8279,0.074
510300.SH,华泰柏瑞沪深300ETF,2017/12/4,3.8241,3.86,3.8081,3.8439,0.419
510300.SH,华泰柏瑞沪深300ETF,2017/12/5,3.8345,3.8741,3.8336,3.8675,0.6136
510300.SH,华泰柏瑞沪深300ETF,2017/12/6,3.859,3.859,3.7987,3.8383,-0.7563
510300.SH,华泰柏瑞沪深300ETF,2017/12/7,3.8336,3.8458,3.7817,3.7949,-1.1308
510300.SH,华泰柏瑞沪深300ETF,2017/12/8,3.7949,3.8421,3.7902,3.8317,0.9697
510300.SH,华泰柏瑞沪深300ETF,2017/12/11,3.8307,3.8968,3.8307,3.8949,1.6498
510300.SH,华泰柏瑞沪深300ETF,2017/12/12,3.8911,3.8911,3.8317,3.8336,-1.5746
510300.SH,华泰柏瑞沪深300ETF,2017/12/13,3.8336,3.8694,3.827,3.8609,0.7138
510300.SH,华泰柏瑞沪深300ETF,2017/12/14,3.8619,3.8723,3.8336,3.8487,-0.3177
510300.SH,华泰柏瑞沪深300ETF,2017/12/15,3.8383,3.8402,3.7939,3.7977,-1.3239
510300.SH,华泰柏瑞沪深300ETF,2017/12/18,3.8005,3.8279,3.7864,3.7987,0.0248
510300.SH,华泰柏瑞沪深300ETF,2017/12/19,3.8024,3.8506,3.8024,3.8487,1.3164
510300.SH,华泰柏瑞沪深300ETF,2017/12/20,3.8458,3.8572,3.8317,3.8402,-0.2206
510300.SH,华泰柏瑞沪深300ETF,2017/12/21,3.8326,3.9006,3.8307,3.8874,1.2285
510300.SH,华泰柏瑞沪深300ETF,2017/12/22,3.8855,3.8902,3.8656,3.8694,-0.4612
510300.SH,华泰柏瑞沪深300ETF,2017/12/25,3.8723,3.9024,3.8421,3.8515,-0.4633
510300.SH,华泰柏瑞沪深300ETF,2017/12/26,3.8543,3.8723,3.8355,3.8628,0.294
510300.SH,华泰柏瑞沪深300ETF,2017/12/27,3.8638,3.8666,3.7949,3.7987,-1.661
510300.SH,华泰柏瑞沪深300ETF,2017/12/28,3.8034,3.8477,3.7939,3.8336,0.919
510300.SH,华泰柏瑞沪深300ETF,2017/12/29,3.8364,3.8524,3.8251,3.8458,0.32
510300.SH,华泰柏瑞沪深300ETF,2018/1/2,3.8553,3.9043,3.8534,3.9024,1.472
510300.SH,华泰柏瑞沪深300ETF,2018/1/3,3.9024,3.9496,3.8987,3.9232,0.5319
510300.SH,华泰柏瑞沪深300ETF,2018/1/4,3.9232,3.944,3.9157,3.9355,0.3127
510300.SH,华泰柏瑞沪深300ETF,2018/1/5,3.943,3.96,3.9298,3.9506,0.3836
510300.SH,华泰柏瑞沪深300ETF,2018/1/8,3.9496,3.976,3.9374,3.9666,0.406
510300.SH,华泰柏瑞沪深300ETF,2018/1/9,3.9666,4.0015,3.96,3.9987,0.8088
510300.SH,华泰柏瑞沪深300ETF,2018/1/10,3.9949,4.0194,3.9826,4.0157,0.4247
510300.SH,华泰柏瑞沪深300ETF,2018/1/11,4.0091,4.0157,3.993,4.01,-0.141
510300.SH,华泰柏瑞沪深300ETF,2018/1/12,4.01,4.0355,4.0053,4.0317,0.5412
510300.SH,华泰柏瑞沪深300ETF,2018/1/15,4.0317,4.0666,4.0204,4.0242,-0.1872
510300.SH,华泰柏瑞沪深300ETF,2018/1/16,4.0242,4.0676,4.0194,4.0647,1.0082
510300.SH,华泰柏瑞沪深300ETF,2018/1/17,4.0657,4.0827,4.0393,4.0525,-0.3018
510300.SH,华泰柏瑞沪深300ETF,2018/1/18,4.0581,4.0912,4.0553,4.0789,0.6519
510300.SH,华泰柏瑞沪深300ETF,2018/1/19,4.0808,4.1185,4.0779,4.0902,0.2776
510300.SH,华泰柏瑞沪深300ETF,2018/1/22,4.0779,4.1449,4.0779,4.1421,1.2687
510300.SH,华泰柏瑞沪深300ETF,2018/1/23,4.1507,4.185,4.1478,4.1841,1.0129
510300.SH,华泰柏瑞沪深300ETF,2018/1/24,4.1841,4.1955,4.1535,4.1869,0.0684
510300.SH,华泰柏瑞沪深300ETF,2018/1/25,4.1841,4.186,4.1392,4.1602,-0.6377
510300.SH,华泰柏瑞沪深300ETF,2018/1/26,4.1478,4.2088,4.1431,4.1812,0.5042
510300.SH,华泰柏瑞沪深300ETF,2018/1/29,4.1907,4.1955,4.0916,4.1021,-1.8928
510300.SH,华泰柏瑞沪深300ETF,2018/1/30,4.0925,4.1097,4.0572,4.0601,-1.0228
510300.SH,华泰柏瑞沪深300ETF,2018/1/31,4.0487,4.0868,4.0429,4.0725,0.3053
510300.SH,华泰柏瑞沪深300ETF,2018/2/1,4.0715,4.0887,4.0201,4.0439,-0.7024
510300.SH,华泰柏瑞沪深300ETF,2018/2/2,4.0143,4.0744,3.9934,4.0687,0.6131
510300.SH,华泰柏瑞沪深300ETF,2018/2/5,4.0324,4.0696,4.0143,4.0649,-0.0937
510300.SH,华泰柏瑞沪深300ETF,2018/2/6,4.0048,4.0172,3.9438,3.9504,-2.8149
510300.SH,华泰柏瑞沪深300ETF,2018/2/7,4.0048,4.0134,3.8513,3.857,-2.3654
510300.SH,华泰柏瑞沪深300ETF,2018/2/8,3.8522,3.8827,3.796,3.8255,-0.8158
